sportId,eventTemplateId,eventTemplateType,marketTemplateId,marketTemplateType,marketTemplateName,marketTemplateKey,selectionTemplateType,selectionTemplateName,selectionTemplateKeyType,selectionTemplateKeyId,selectionTemplateKeyName,selectionTemplateKey,selectionTemplateKeyRealId,ictKey,ictMarketTemplateName,ictSelectionTemplateName,Result-field1,Result-field2,Translated ictMarketTemplateName,Translated ictSelectionTemplateName,naziv,naziv2,opis,uslov_za_pogodak,naziv_ishoda1,opis_ishoda1,naziv_ishoda2,opis_ishoda2,naziv_ishoda3,opis_ishoda3,naziv_ishoda4,opis_ishoda4,naziv_ishoda5,opis_ishoda5,naziv_ishoda6,opis_ishoda6,naziv_ishoda7,opis_ishoda7,naziv_ishoda8,opis_ishoda8,naziv_ishoda9,opis_ishoda9,naziv_ishoda10,opis_ishoda10,naziv_ishoda11,opis_ishoda11,naziv_ishoda12,opis_ishoda12,naziv_ishoda13,opis_ishoda13,naziv_ishoda14,opis_ishoda14,naziv_ishoda15,opis_ishoda15,naziv_ishoda16,opis_ishoda16,naziv_ishoda17,opis_ishoda17,naziv_ishoda18,opis_ishoda18,naziv_ishoda19,opis_ishoda19,naziv_ishoda20,opis_ishoda20,naziv_ishoda21,opis_ishoda21,naziv_ishoda22,opis_ishoda22,naziv_ishoda23,opis_ishoda23,naziv_ishoda24,opis_ishoda24,naziv_ishoda25,opis_ishoda25,napomena,kladionicarska_podvrsta
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 17, 'home': 13, 'type': 'selection-key-correct-score'}",A17-13,darts|two-participant-event|correct-score|A17-13,Correct Score,${home} ${winscore}-${losescore},13:17,"GDF=13, GGF=17",Tačan rezultat,13:17,NP1158,Darts Correct Score - 13:17,Tačan rezultat pikado - 13:17,GDF=13 and GGF=17,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 13, 'home': 17, 'type': 'selection-key-correct-score'}",H17-13,darts|two-participant-event|correct-score|H17-13,Correct Score,${away} ${winscore}-${losescore},17:13,"GDF=17, GGF=13",Tačan rezultat,17:13,NP836,Darts Correct Score - 17:13,Tačan rezultat pikado - 17:13,GDF=17 and GGF=13,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 17, 'home': 14, 'type': 'selection-key-correct-score'}",A17-14,darts|two-participant-event|correct-score|A17-14,Correct Score,${home} ${winscore}-${losescore},14:17,"GDF=14, GGF=17",Tačan rezultat,14:17,NP837,Darts Correct Score - 14:17,Tačan rezultat pikado - 14:17,GDF=14 and GGF=17,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 14, 'home': 17, 'type': 'selection-key-correct-score'}",H17-14,darts|two-participant-event|correct-score|H17-14,Correct Score,${away} ${winscore}-${losescore},17:14,"GDF=17, GGF=14",Tačan rezultat,17:14,NP838,Darts Correct Score - 17:14,Tačan rezultat pikado - 17:14,GDF=17 and GGF=14,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 17, 'home': 15, 'type': 'selection-key-correct-score'}",A17-15,darts|two-participant-event|correct-score|A17-15,Correct Score,${home} ${winscore}-${losescore},15:17,"GDF=15, GGF=17",Tačan rezultat,15:17,NP839,Darts Correct Score - 15:17,Tačan rezultat pikado - 15:17,GDF=15 and GGF=17,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 15, 'home': 17, 'type': 'selection-key-correct-score'}",H17-15,darts|two-participant-event|correct-score|H17-15,Correct Score,${away} ${winscore}-${losescore},17:15,"GDF=17, GGF=15",Tačan rezultat,17:15,NP840,Darts Correct Score - 17:15,Tačan rezultat pikado - 17:15,GDF=17 and GGF=15,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 17, 'home': 16, 'type': 'selection-key-correct-score'}",A17-16,darts|two-participant-event|correct-score|A17-16,Correct Score,${home} ${winscore}-${losescore},16:17,"GDF=16, GGF=17",Tačan rezultat,16:17,NP841,Darts Correct Score - 16:17,Tačan rezultat pikado - 16:17,GDF=16 and GGF=17,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 16, 'home': 17, 'type': 'selection-key-correct-score'}",H17-16,darts|two-participant-event|correct-score|H17-16,Correct Score,${away} ${winscore}-${losescore},17:16,"GDF=17, GGF=16",Tačan rezultat,17:16,NP842,Darts Correct Score - 17:16,Tačan rezultat pikado - 17:16,GDF=17 and GGF=16,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 17, 'home': 18, 'type': 'selection-key-correct-score'}",H18-17,darts|two-participant-event|correct-score|H18-17,Correct Score,${home} ${winscore}-${losescore},18:17,"GDF=18, GGF=17",Tačan rezultat,18:17,NP843,Darts Correct Score - 18:17,Tačan rezultat pikado - 18:17,GDF=18 and GGF=17,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 17, 'type': 'selection-key-correct-score'}",A18-17,darts|two-participant-event|correct-score|A18-17,Correct Score,${away} ${winscore}-${losescore},17:18,"GDF=17, GGF=18",Tačan rezultat,17:18,NP844,Darts Correct Score - 17:18,Tačan rezultat pikado - 17:18,GDF=17 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 0, 'type': 'selection-key-correct-score'}",A18-0,darts|two-participant-event|correct-score|A18-0,Correct Score,${home} ${winscore}-${losescore},0:18,"GDF=0, GGF=18",Tačan rezultat,0:18,NP845,Darts Correct Score - 0:18,Tačan rezultat pikado - 0:18,GDF=0 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 0, 'home': 18, 'type': 'selection-key-correct-score'}",H18-0,darts|two-participant-event|correct-score|H18-0,Correct Score,${away} ${winscore}-${losescore},18:0,"GDF=18, GGF=0",Tačan rezultat,18:0,NP846,Darts Correct Score - 18:0,Tačan rezultat pikado - 18:0,GDF=18 and GGF=0,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 1, 'type': 'selection-key-correct-score'}",A18-1,darts|two-participant-event|correct-score|A18-1,Correct Score,${home} ${winscore}-${losescore},1:18,"GDF=1, GGF=18",Tačan rezultat,1:18,NP847,Darts Correct Score - 1:18,Tačan rezultat pikado - 1:18,GDF=1 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 1, 'home': 18, 'type': 'selection-key-correct-score'}",H18-1,darts|two-participant-event|correct-score|H18-1,Correct Score,${away} ${winscore}-${losescore},18:1,"GDF=18, GGF=1",Tačan rezultat,18:1,NP848,Darts Correct Score - 18:1,Tačan rezultat pikado - 18:1,GDF=18 and GGF=1,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 2, 'type': 'selection-key-correct-score'}",A18-2,darts|two-participant-event|correct-score|A18-2,Correct Score,${home} ${winscore}-${losescore},2:18,"GDF=2, GGF=18",Tačan rezultat,2:18,NP849,Darts Correct Score - 2:18,Tačan rezultat pikado - 2:18,GDF=2 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 2, 'home': 18, 'type': 'selection-key-correct-score'}",H18-2,darts|two-participant-event|correct-score|H18-2,Correct Score,${away} ${winscore}-${losescore},18:2,"GDF=18, GGF=2",Tačan rezultat,18:2,NP850,Darts Correct Score - 18:2,Tačan rezultat pikado - 18:2,GDF=18 and GGF=2,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 3, 'type': 'selection-key-correct-score'}",A18-3,darts|two-participant-event|correct-score|A18-3,Correct Score,${home} ${winscore}-${losescore},3:18,"GDF=3, GGF=18",Tačan rezultat,3:18,NP851,Darts Correct Score - 3:18,Tačan rezultat pikado - 3:18,GDF=3 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 3, 'home': 18, 'type': 'selection-key-correct-score'}",H18-3,darts|two-participant-event|correct-score|H18-3,Correct Score,${away} ${winscore}-${losescore},18:3,"GDF=18, GGF=3",Tačan rezultat,18:3,NP852,Darts Correct Score - 18:3,Tačan rezultat pikado - 18:3,GDF=18 and GGF=3,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 4, 'type': 'selection-key-correct-score'}",A18-4,darts|two-participant-event|correct-score|A18-4,Correct Score,${home} ${winscore}-${losescore},4:18,"GDF=4, GGF=18",Tačan rezultat,4:18,NP853,Darts Correct Score - 4:18,Tačan rezultat pikado - 4:18,GDF=4 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 4, 'home': 18, 'type': 'selection-key-correct-score'}",H18-4,darts|two-participant-event|correct-score|H18-4,Correct Score,${away} ${winscore}-${losescore},18:4,"GDF=18, GGF=4",Tačan rezultat,18:4,NP854,Darts Correct Score - 18:4,Tačan rezultat pikado - 18:4,GDF=18 and GGF=4,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 5, 'type': 'selection-key-correct-score'}",A18-5,darts|two-participant-event|correct-score|A18-5,Correct Score,${home} ${winscore}-${losescore},5:18,"GDF=5, GGF=18",Tačan rezultat,5:18,NP855,Darts Correct Score - 5:18,Tačan rezultat pikado - 5:18,GDF=5 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 5, 'home': 18, 'type': 'selection-key-correct-score'}",H18-5,darts|two-participant-event|correct-score|H18-5,Correct Score,${away} ${winscore}-${losescore},18:5,"GDF=18, GGF=5",Tačan rezultat,18:5,NP856,Darts Correct Score - 18:5,Tačan rezultat pikado - 18:5,GDF=18 and GGF=5,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 6, 'type': 'selection-key-correct-score'}",A18-6,darts|two-participant-event|correct-score|A18-6,Correct Score,${home} ${winscore}-${losescore},6:18,"GDF=6, GGF=18",Tačan rezultat,6:18,NP857,Darts Correct Score - 6:18,Tačan rezultat pikado - 6:18,GDF=6 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 6, 'home': 18, 'type': 'selection-key-correct-score'}",H18-6,darts|two-participant-event|correct-score|H18-6,Correct Score,${away} ${winscore}-${losescore},18:6,"GDF=18, GGF=6",Tačan rezultat,18:6,NP858,Darts Correct Score - 18:6,Tačan rezultat pikado - 18:6,GDF=18 and GGF=6,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 7, 'type': 'selection-key-correct-score'}",A18-7,darts|two-participant-event|correct-score|A18-7,Correct Score,${home} ${winscore}-${losescore},7:18,"GDF=7, GGF=18",Tačan rezultat,7:18,NP859,Darts Correct Score - 7:18,Tačan rezultat pikado - 7:18,GDF=7 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 7, 'home': 18, 'type': 'selection-key-correct-score'}",H18-7,darts|two-participant-event|correct-score|H18-7,Correct Score,${away} ${winscore}-${losescore},18:7,"GDF=18, GGF=7",Tačan rezultat,18:7,NP860,Darts Correct Score - 18:7,Tačan rezultat pikado - 18:7,GDF=18 and GGF=7,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 8, 'type': 'selection-key-correct-score'}",A18-8,darts|two-participant-event|correct-score|A18-8,Correct Score,${home} ${winscore}-${losescore},8:18,"GDF=8, GGF=18",Tačan rezultat,8:18,NP861,Darts Correct Score - 8:18,Tačan rezultat pikado - 8:18,GDF=8 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 8, 'home': 18, 'type': 'selection-key-correct-score'}",H18-8,darts|two-participant-event|correct-score|H18-8,Correct Score,${away} ${winscore}-${losescore},18:8,"GDF=18, GGF=8",Tačan rezultat,18:8,NP862,Darts Correct Score - 18:8,Tačan rezultat pikado - 18:8,GDF=18 and GGF=8,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 9, 'type': 'selection-key-correct-score'}",A18-9,darts|two-participant-event|correct-score|A18-9,Correct Score,${home} ${winscore}-${losescore},9:18,"GDF=9, GGF=18",Tačan rezultat,9:18,NP863,Darts Correct Score - 9:18,Tačan rezultat pikado - 9:18,GDF=9 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 9, 'home': 18, 'type': 'selection-key-correct-score'}",H18-9,darts|two-participant-event|correct-score|H18-9,Correct Score,${away} ${winscore}-${losescore},18:9,"GDF=18, GGF=9",Tačan rezultat,18:9,NP864,Darts Correct Score - 18:9,Tačan rezultat pikado - 18:9,GDF=18 and GGF=9,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 10, 'type': 'selection-key-correct-score'}",A18-10,darts|two-participant-event|correct-score|A18-10,Correct Score,${home} ${winscore}-${losescore},10:18,"GDF=10, GGF=18",Tačan rezultat,10:18,NP865,Darts Correct Score - 10:18,Tačan rezultat pikado - 10:18,GDF=10 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 10, 'home': 18, 'type': 'selection-key-correct-score'}",H18-10,darts|two-participant-event|correct-score|H18-10,Correct Score,${away} ${winscore}-${losescore},18:10,"GDF=18, GGF=10",Tačan rezultat,18:10,NP866,Darts Correct Score - 18:10,Tačan rezultat pikado - 18:10,GDF=18 and GGF=10,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 11, 'type': 'selection-key-correct-score'}",A18-11,darts|two-participant-event|correct-score|A18-11,Correct Score,${home} ${winscore}-${losescore},11:18,"GDF=11, GGF=18",Tačan rezultat,11:18,NP867,Darts Correct Score - 11:18,Tačan rezultat pikado - 11:18,GDF=11 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${away} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 11, 'home': 18, 'type': 'selection-key-correct-score'}",H18-11,darts|two-participant-event|correct-score|H18-11,Correct Score,${away} ${winscore}-${losescore},18:11,"GDF=18, GGF=11",Tačan rezultat,18:11,NP868,Darts Correct Score - 18:11,Tačan rezultat pikado - 18:11,GDF=18 and GGF=11,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
darts,two-participant-event,two-participants-event-template,correct-score,market-template-correct-score,Correct Score,"{'bettable': {'type': 'bettable-points'}, 'period': {'type': 'time-range-full-time'}}",base-selection-template,${home} ${winscore}-${losescore},selection-key-correct-score,,,"{'away': 18, 'home': 12, 'type': 'selection-key-correct-score'}",A18-12,darts|two-participant-event|correct-score|A18-12,Correct Score,${home} ${winscore}-${losescore},12:18,"GDF=12, GGF=18",Tačan rezultat,12:18,NP869,Darts Correct Score - 12:18,Tačan rezultat pikado - 12:18,GDF=12 and GGF=18,GDF,Ukupno Gol/Poen/Set domaćin FT,GGF,Ukupno Gol/Poen/Set gost FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_match_betting
